features,sv_0,sv_1,sv_2,sv_3,sv_4,cv_std,cv_mean,feature_n
NET1,0.0,0.0,0.09040837,0.078837626,0.097009085,0.049044505,0.053251017,279
PTMS,0.0,0.058339022,0.18598548,0.011860334,0.009991165,0.07756384,0.053235203,280
CXCL10,0.07805904,0.013502517,0.069413655,0.064829335,0.040142648,0.026279649,0.053189438,281
RETN,0.032052103,0.12553674,0.00862364,0.028762678,0.069104746,0.04614189,0.052815985,282
MCTP1,0.086117536,0.08462547,0.056227807,0.006724559,0.02765927,0.034958087,0.052270927,283
MT-ATP6,0.028543709,0.09325874,0.052174285,0.043035533,0.043399423,0.024529621,0.052082337,284
BCL2A1,0.0838829,0.046994753,0.058616336,0.016752265,0.052710455,0.02412487,0.05179134,285
CLEC4E,0.03648271,0.083868064,0.038371548,0.0103164995,0.08953796,0.033868503,0.051715363,286
TYMP,0.023171362,0.0116080595,0.16432571,0.059386984,0.0,0.06677907,0.051698424,287
UBB,0.049793642,0.039427403,0.014414435,0.08089108,0.07302886,0.0266989,0.051511087,288
MARCKS,0.05823143,0.018701404,0.0442135,0.10338423,0.03301929,0.03243325,0.05150997,289
YBX3,0.087028,0.010222631,0.058349803,0.0395319,0.06147048,0.028528338,0.051320564,290
CPVL,0.037818357,0.06271731,0.040506475,0.0630935,0.049013834,0.011944432,0.050629895,291
SEC61B,0.0,0.058854915,0.01904251,0.053845022,0.12063095,0.0462038,0.05047468,292
UCP2,0.020967353,0.09202785,0.012886048,0.06504673,0.06125714,0.032934982,0.050437022,293
F13A1,0.020998634,0.036331937,0.06579728,0.051579263,0.0766809,0.02231271,0.050277602,294
CDC42EP2,0.16511114,0.037828628,0.03702652,0.0029286789,0.008373543,0.06617246,0.0502537,295
TFEC,0.060506538,0.04416527,0.06274714,0.052786663,0.029146569,0.013688209,0.04987044,296
ATP5I,0.08267862,0.021831455,0.050413325,0.06891663,0.024997331,0.026665673,0.049767476,297
IL2RG,0.14877155,0.002800057,0.053594053,0.028002266,0.014562342,0.058598783,0.049546055,298
EIF4E,0.021436231,0.026302785,0.048049048,0.033810828,0.11549986,0.03849925,0.049019746,299
RALA,0.019645311,0.05585213,0.05912156,0.063330986,0.046486598,0.017483752,0.048887316,300
DDIT4,0.090959124,0.0,0.110880405,0.013648379,0.028807338,0.049112458,0.048859052,301
CSTB,0.063806266,0.025451032,0.05043491,0.03441018,0.06744771,0.018211527,0.04831002,302
LGALS3,0.030613031,0.02958009,0.08085985,0.062309884,0.037351377,0.022580042,0.048142843,303
HSPH1,0.062902264,0.005332945,0.056873523,0.09561367,0.019365776,0.036084183,0.048017636,304
CSF1R,0.06799058,0.061072048,0.08164178,0.0108411135,0.017023962,0.03178899,0.047713898,305
TNFAIP3,0.08109703,0.014970853,0.029938454,0.069138825,0.037321374,0.027668076,0.046493307,306
MYADM,0.058174822,0.016578766,0.04908096,0.07062414,0.03105149,0.021500595,0.045102037,307
VPS37B,0.02393801,0.080169454,0.0687202,0.03588064,0.015970808,0.028146856,0.044935822,308
DMXL2,0.0037782202,0.030739412,0.020954901,0.070947416,0.09520072,0.037655883,0.044324134,309
TKT,0.06358768,0.06583345,0.030833775,0.0137902815,0.04731252,0.022118755,0.04427154,310
ARHGEF6,0.03669681,0.031472903,0.021144062,0.04102808,0.09080584,0.027074039,0.04422954,311
IVNS1ABP,0.031080244,0.087420076,0.005253371,0.08955735,0.0073474757,0.0417502,0.044131704,312
CEBPD,0.013089771,0.042575046,0.043338522,0.04345384,0.076827504,0.02255965,0.043856937,313
KLF2,0.05219452,0.0928301,0.016114939,0.03934395,0.018459639,0.03123648,0.04378863,314
PHLDA1,0.106530845,0.01178389,0.019210272,0.041738786,0.039313436,0.037380435,0.043715447,315
UBE2S,0.05718784,0.051660802,0.019397141,0.06443792,0.025092872,0.020075526,0.04355531,316
MMP14,0.014398716,0.00603184,0.036775038,0.10438641,0.055074297,0.039169356,0.043333262,317
INSIG1,0.0754677,0.04641558,0.034329973,0.023241794,0.034887373,0.019981878,0.042868484,318
NUP58,0.0013383637,0.10483298,0.085058786,0.017873978,0.00505972,0.04847317,0.042832762,319
RAB20,0.032805555,0.068164915,0.024545096,0.05988121,0.028561948,0.019817915,0.042791747,320
RBKS,0.07716339,0.03615302,0.07037009,0.009690998,0.020382246,0.02993278,0.042751946,321
GZMB,0.0,0.0,0.0,0.0,0.21287808,0.09520197,0.042575616,322
GSN,0.024000093,0.041747227,0.035942115,0.03161673,0.07943516,0.02161284,0.04254826,323
FOXO3,0.0063011292,0.052874822,0.06305614,0.0029884048,0.08555049,0.036243837,0.042154197,324
CYTIP,0.016295059,0.04179307,0.11956693,0.019092392,0.013610511,0.04474403,0.042071596,325
PPP1R15B,0.014162245,0.0,0.02322108,0.06417945,0.10877589,0.044278983,0.042067733,326
PPDPF,0.007674639,0.05741047,0.040033035,0.077038534,0.026339468,0.026889034,0.04169923,327
DNAJB1,0.04039333,0.031360496,0.04679086,0.04768789,0.04128228,0.006526193,0.041502975,328
B3GNT5,0.042196013,0.074477136,0.004114291,0.02748852,0.058887545,0.02731434,0.0414327,329
NFKBIZ,0.01623447,0.060040705,0.03179973,0.067977116,0.02715049,0.022245519,0.040640503,330
TMEM176A,0.049147166,0.045671657,0.036877394,0.04570029,0.02570805,0.009492293,0.040620912,331
PTGS2,0.07662174,0.017385054,0.031136649,0.046838336,0.030845098,0.022694292,0.04056538,332
RCSD1,0.0,0.04218922,0.04677852,0.031013217,0.08179507,0.029486014,0.040355206,333
FAM45A,0.111009926,0.08928039,0.0,0.0,0.0,0.055387158,0.040058065,334
OLR1,0.046622377,0.08118419,0.015744504,0.009863166,0.04497255,0.02855152,0.03967736,335
IGSF6,0.071482465,0.024373922,0.042744257,0.0038124484,0.055396385,0.026403025,0.039561898,336
PLD4,0.0019332336,0.047651414,0.014340827,0.018155785,0.11458768,0.045288764,0.039333787,337
ACP5,0.04002151,0.03407932,0.015229135,0.052422747,0.054846454,0.015977167,0.039319836,338
IRF7,0.038109675,0.082387224,0.039883174,0.03595665,0.0,0.029214416,0.039267343,339
SIPA1L1,0.040280446,0.02334676,0.092908785,0.03411866,0.003775031,0.03323169,0.038885932,340
JUNB,0.02551438,0.051897496,0.024144832,0.047812764,0.04351407,0.0129037695,0.038576707,341
WDFY4,0.020131165,0.056194574,0.0,0.092687584,0.023658289,0.03636388,0.03853432,342
PNP,0.014181333,0.031922854,0.05764565,0.02606862,0.060178306,0.020152215,0.037999354,343
KDM6B,0.03574236,0.025497923,0.08330069,0.03873614,0.006221059,0.028389892,0.037899632,344
RASSF5,0.014661187,0.0031873332,0.1215078,0.03769069,0.011191183,0.048601344,0.037647642,345
ETS2,0.06683725,0.034992673,0.017260408,0.034399375,0.034659375,0.017987503,0.037629817,346
SLC2A5,0.029972222,0.015295144,0.06270354,0.0381326,0.041776177,0.01734646,0.037575938,347
CHD1,0.017396118,0.025002293,0.04657183,0.035630472,0.06302078,0.01801013,0.0375243,348
HCST,0.06712666,0.058675636,0.03329721,0.022968588,0.0044784746,0.02571581,0.03730931,349
C3,0.020210184,0.0044456804,0.024907304,0.04170287,0.09514582,0.034966305,0.03728237,350
AHR,0.077741385,0.029919561,0.003798781,0.05073917,0.023155576,0.028252088,0.037070893,351
STAT1,0.03283323,0.016761212,0.100899644,0.009333525,0.024555136,0.036845513,0.036876548,352
ACSL1,0.015057442,0.05865373,0.019597085,0.054985117,0.035910506,0.019860426,0.036840774,353
KCTD12,0.04312705,0.020964516,0.03561428,0.068615936,0.012576806,0.021733,0.036179718,354
TXN,0.05159882,0.053610146,0.03207028,0.022840776,0.019615568,0.015894055,0.035947114,355
MFSD2A,0.086049214,0.033297338,0.0008810838,0.033322234,0.024523899,0.031159652,0.03561475,356
CKS2,0.012951546,0.013371375,0.023256008,0.056073315,0.072001085,0.026942577,0.035530664,357
DUSP5,0.0043533854,0.011970587,0.066727474,0.015109747,0.07873202,0.034581773,0.035378642,358
MT1X,0.04275193,0.04049758,0.04152216,0.018464444,0.03364397,0.010092211,0.03537602,359
BNIP3L,0.037741758,0.058330826,0.02544273,0.027277045,0.02806681,0.013694962,0.035371833,360
SOD1,0.019489469,0.0113614015,0.014978606,0.04963577,0.081356995,0.029844299,0.03536445,361
RGS1,0.032252073,0.04908768,0.02893392,0.035974275,0.029983869,0.008194792,0.035246365,362
DUSP2,0.0042129676,0.018579781,0.029993813,0.048066918,0.07487677,0.027401283,0.03514605,363
BRI3,0.022699833,0.107664496,0.009676952,0.018210249,0.017121684,0.040847834,0.035074644,364
RAB13,0.0013267549,0.029474545,0.044898584,0.046167348,0.05346699,0.020785313,0.035066843,365
OSM,0.0008093389,0.13031286,0.00923465,0.021790478,0.011639528,0.05393817,0.03475737,366
XIST,0.10468544,0.020787423,0.019006224,0.015166691,0.013965432,0.03920869,0.03472224,367
HRH2,0.012811531,0.02276315,0.019764116,0.09519886,0.022929672,0.03407098,0.03469347,368
ICAM3,0.0483965,0.013202679,0.035317328,0.0466545,0.029763788,0.014294936,0.034666963,369
BTG3,0.050457217,0.027371163,0.008058511,0.015155741,0.07190188,0.026351789,0.034588903,370
LGMN,0.064716704,0.011898132,0.050620828,0.0037243154,0.04093486,0.025846913,0.03437897,371
AZI2,0.022470227,0.019026207,0.05229798,0.049388126,0.028444385,0.0154846385,0.034325384,372
RAC2,0.010863253,0.09084912,0.031002559,0.029614123,0.008935399,0.03325382,0.03425289,373
TRA2B,0.029803913,0.015937347,0.039595507,0.013387151,0.0716497,0.023545371,0.034074724,374
FFAR2,0.06738819,0.01570461,0.009041807,0.02779034,0.050430525,0.024397237,0.034071095,375
IL4I1,0.059759326,0.026086537,0.030519268,0.03911538,0.01435381,0.01695889,0.033966865,376
FPR2,0.0037227687,0.037969496,0.05385891,0.06523931,0.008941921,0.027067654,0.03394648,377
GADD45B,0.052901205,0.0048945644,0.015133684,0.021225987,0.074460186,0.02898335,0.033723127,378
PMAIP1,0.0061642295,0.06271158,0.036282938,0.06070371,0.002588003,0.02873899,0.03369009,379
CKLF,0.054126285,0.018971585,0.014784623,0.046812125,0.032472316,0.01706627,0.033433385,380
CD83,0.034829743,0.08896805,0.0077002756,0.003851897,0.03028894,0.03403207,0.033127777,381
CCRL2,0.0017881655,0.0059843776,0.08609354,0.063103974,0.008301814,0.038856085,0.033054374,382
IFI30,0.023684185,0.044122785,0.028999904,0.010581072,0.05700723,0.018065048,0.032879036,383
PLEK,0.022587283,0.08549673,0.030613173,0.021661904,0.0021084482,0.031430822,0.03249351,384
MBOAT7,0.020123329,0.050179224,0.042948537,0.020826444,0.028041398,0.013518792,0.032423787,385
DSE,0.025402121,0.10444401,0.008669837,0.018970545,0.0042102216,0.04116256,0.032339346,386
CD36,0.029143576,0.031120239,0.0065334905,0.08551105,0.0067763664,0.032237295,0.03181694,387
SELL,0.059541803,0.021944849,0.011551616,0.015511394,0.05030712,0.021705741,0.031771354,388
CDA,0.06624156,0.0,0.026574995,0.035273638,0.029207151,0.023680009,0.031459473,389
KLF4,0.03188855,0.02024617,0.05878371,0.034173217,0.011783468,0.017797543,0.031375024,390
GK,0.01113913,0.09411386,0.012173386,0.003349959,0.035679784,0.03714248,0.031291224,391
CXCR3,0.054574963,0.0178456,0.020595886,0.06168267,0.0,0.026169978,0.030939823,392
UBC,0.014780025,0.022867158,0.030459646,0.05699899,0.02872497,0.015893178,0.03076616,393
PDCD4,0.014878126,0.022852859,0.057477657,0.047395803,0.0107319,0.020654429,0.03066727,394
IRAK3,0.0,0.014744061,0.02910847,0.0,0.10841381,0.045225095,0.030453268,395
IL6ST,0.026303774,0.049975734,0.0,0.07120961,0.004575397,0.030234424,0.030412903,396
ITGA5,0.087140985,0.017640041,0.002556841,0.030304661,0.014335225,0.033225305,0.030395549,397
SPINT2,0.021564018,0.032028515,0.042063016,0.020748619,0.035339724,0.009141793,0.030348778,398
PDE4DIP,0.03243219,0.004273097,0.009344133,0.044453412,0.060938336,0.023770362,0.030288234,399
ZC3HAV1,0.04320425,0.028295105,0.017412897,0.032963496,0.029257238,0.00928401,0.030226598,400
PELI1,0.046785675,0.017350916,0.012892293,0.053549185,0.0196837,0.018677583,0.030052355,401
FLT1,0.003141504,0.04913988,0.03970147,0.046092395,0.011294446,0.021157835,0.029873937,402
C6orf1,0.0,0.0,0.01876014,0.064442635,0.06487347,0.032893952,0.029615248,403
TNIP2,0.016194835,0.019989,0.017752187,0.047981,0.045801893,0.015912158,0.029543782,404
SRSF5,0.032090016,0.05548443,0.0016783674,0.021338899,0.03644775,0.019816497,0.029407892,405
GLA,0.022824205,0.025677674,0.02655229,0.020523438,0.05087197,0.012298215,0.029289912,406
SNAI1,0.011878911,0.0036850574,0.0,0.03760302,0.093138374,0.038608227,0.029261073,407
BIN2,0.0068991925,0.029307969,0.037224256,0.044148024,0.028264243,0.014018207,0.029168736,408
FGL2,0.0076148915,0.034829456,0.0480512,0.03111924,0.023975834,0.014865373,0.029118126,409
VMP1,0.026586039,0.024442557,0.035533573,0.024651662,0.03426614,0.005382362,0.029095996,410
LIPA,0.03390535,0.06915619,0.0,0.029767532,0.012193506,0.026270846,0.029004514,411
GPR132,0.021821024,0.01388993,0.05760182,0.016095037,0.034050036,0.017954674,0.02869157,412
PDE4B,0.020188682,0.042232502,0.016932558,0.044155546,0.018179156,0.013628551,0.028337687,413
SLC2A6,0.011796181,0.07328902,0.0046625715,0.037926484,0.013687933,0.028112693,0.02827244,414
CD40,0.04444527,0.026069712,0.05597485,0.009430449,0.0044506574,0.02211412,0.028074186,415
HNRNPU,0.061521314,0.0203116,0.016778152,0.018142339,0.023575414,0.018877557,0.028065765,416
SH3BP5,0.041430183,0.03848091,0.041842863,0.0034800614,0.014585581,0.017769437,0.027963921,417
C3AR1,0.032305457,0.019471712,0.0,0.087578475,0.0,0.03608594,0.027871128,418
DDX3X,0.030006152,0.022535976,0.023850692,0.016314559,0.044868644,0.010851527,0.027515206,419
ZBTB43,0.028941616,0.017033195,0.014357744,0.053517018,0.022130746,0.01572898,0.027196065,420
PLP2,0.0,0.017594868,0.032795142,0.072771385,0.012360117,0.028108414,0.027104303,421
GAS6,0.0055890055,0.02040088,0.056288656,0.0079816645,0.04502235,0.022617972,0.027056511,422
PLTP,0.054276098,0.030368581,0.027762625,0.019111957,0.0025675436,0.01880767,0.02681736,423
SYAP1,0.06560399,0.057618372,0.010712573,0.0,0.0,0.032213375,0.026786987,424
SIGLEC12,0.10213502,0.0,0.013519198,0.0,0.017546576,0.042935193,0.026640158,425
FBP1,0.02648848,0.008750223,0.038791303,0.037893854,0.021010661,0.012510454,0.026586905,426
ANPEP,0.04948568,0.008305658,0.037290998,0.014062187,0.023371892,0.016884204,0.026503284,427
RNF213,0.082281135,0.019313015,0.013224622,0.013584399,0.0040198294,0.03166857,0.0264846,428
PFKFB3,0.029044414,0.02234024,0.03975279,0.0342166,0.006451139,0.012853213,0.026361037,429
ATF5,0.01570429,0.022566091,0.009301253,0.0706023,0.012738939,0.025306597,0.026182573,430
MARCKSL1,0.009745615,0.03794176,0.035469122,0.038614724,0.008679586,0.015456086,0.02609016,431
LINC00152,0.012767601,0.04070156,0.033382338,0.040161483,0.0029363688,0.017162526,0.02598987,432
CXCR4,0.06307939,0.036490947,0.026596474,0.0020470237,0.0015739434,0.025766572,0.025957555,433
MPEG1,0.0121045485,0.026186103,0.025725316,0.050381526,0.014833903,0.015101458,0.025846278,434
IL10,0.035695527,0.00443055,0.016274415,0.014668083,0.058030393,0.021260453,0.025819793,435
LCP2,0.017698174,0.011870026,0.017199153,0.066914536,0.014053728,0.023247143,0.025547123,436
THAP2,0.039394356,0.01278186,0.038807694,0.030493919,0.0062141437,0.015237905,0.025538394,437
BLVRB,0.05003779,0.015322977,0.010622704,0.010140797,0.040343735,0.018594606,0.0252936,438
PTGES3,0.00074484985,0.03829159,0.0074962606,0.02570201,0.054136537,0.021911265,0.025274247,439
HSP90AB1,0.022578996,0.041590203,0.017457662,0.023984876,0.020545375,0.009468228,0.025231425,440
HSPD1,0.039063428,0.03160687,0.018257318,0.013180528,0.023428325,0.010356243,0.025107294,441
TUBA1C,0.03667224,0.0181011,0.025479075,0.00998772,0.03491339,0.0112661505,0.025030702,442
TUBB4B,0.067307375,0.01657659,0.009154264,0.024715403,0.006991604,0.024679575,0.024949048,443
RASGEF1B,0.06521025,0.015415734,0.01474166,0.012044947,0.017001124,0.022614723,0.024882743,444
LPAR6,0.0,0.007974085,0.10543456,0.0029814502,0.0067920145,0.04527772,0.024636421,445
USP53,0.045350127,0.038787745,0.019570485,0.011307139,0.007915125,0.016675131,0.024586122,446
ENG,0.0,0.08937291,0.00254368,0.007665881,0.023265574,0.037335344,0.02456961,447
GIMAP4,0.02202858,0.0,0.020588657,0.08011585,0.0,0.0328444,0.024546618,448
LILRA1,0.019036867,0.023212759,0.030465,0.050001975,0.0,0.0181499,0.02454332,449
MAT2A,0.011891989,0.02050443,0.00873077,0.03207713,0.049205102,0.016517783,0.024481885,450
TICAM1,0.0021879703,0.045598928,0.036655195,0.0060583237,0.03177799,0.019260028,0.024455681,451
CCNH,0.029752906,0.024726376,0.015821507,0.039586894,0.012318586,0.0109424,0.024441253,452
GEM,0.0214551,0.016261343,0.03617534,0.018737664,0.029478924,0.0082374755,0.024421673,453
CTSA,0.022091063,0.0,0.043999024,0.032581188,0.023118034,0.016227903,0.02435786,454
SNHG7,0.031857133,0.03244175,0.042027436,0.0129781235,0.0019142465,0.01633211,0.024243739,455
MAFF,0.0,0.0,0.03323204,0.0,0.08793916,0.038409542,0.024234239,456
SQSTM1,0.045062117,0.013127733,0.024846869,0.03268017,0.004549307,0.01593892,0.02405324,457
TPM4,0.0049537485,0.022805043,0.012911961,0.024850875,0.054741047,0.018926531,0.024052534,458
NR4A2,0.002425585,0.0,0.03699896,0.028593855,0.052047003,0.022461997,0.024013082,459
P2RX4,0.0025695034,0.018990837,0.07823513,0.0,0.020242244,0.031685673,0.024007542,460
TNFSF10,0.027891174,0.04340461,0.008830325,0.039482698,0.0,0.018957073,0.023921762,461
SMCO4,0.018137874,0.014225851,0.035254043,0.046027016,0.0055589145,0.016444514,0.023840738,462
SLC39A8,0.03029605,0.01474071,0.0031745774,0.055920564,0.014761338,0.020390581,0.023778647,463
DNAJB6,0.015544193,0.0067619425,0.023531262,0.060413845,0.012564501,0.021361936,0.023763148,464
BASP1,0.01955836,0.027275044,0.030246152,0.0040798318,0.035709582,0.012262088,0.023373794,465
MSR1,0.027955055,0.011088566,0.027192967,0.02113578,0.02888605,0.007446811,0.023251683,466
ARL4A,0.0031687776,0.037866376,0.024372254,0.020358782,0.030367687,0.013011258,0.023226777,467
GM2A,0.032323763,0.032878585,0.031747527,0.0051339995,0.013911212,0.0128709,0.023199018,468
PTAFR,0.008962555,0.02052982,0.0130335,0.0392451,0.03409406,0.013127401,0.023173008,469
HK2,0.0,0.01691089,0.043616954,0.0,0.05360254,0.024781546,0.022826077,470
PTPN6,0.062093884,0.014467207,0.005016848,0.029639278,0.0029130937,0.024351317,0.022826063,471
ZC3H12A,0.019718183,0.019509986,0.01890451,0.052137207,0.0035518762,0.01779503,0.022764353,472
MMP9,0.024063986,0.042773932,0.016627902,0.009507989,0.020417467,0.012459237,0.022678256,473
TSC22D3,0.028285474,0.027147552,0.013466233,0.013612364,0.030119529,0.008272307,0.02252623,474
FAM107B,0.04462336,0.026780138,0.0073177125,0.0,0.03384702,0.01852882,0.022513647,475
SH3BGRL3,0.034571674,0.013582034,0.023883736,0.035074744,0.0053510163,0.0130324755,0.02249264,476
ATOX1,0.045161773,0.015888639,0.03177847,0.012018164,0.007461951,0.015647369,0.0224618,477
PDCL3,0.004269668,0.03810363,0.046659164,0.014396617,0.008029446,0.018936263,0.022291703,478
VEGFA,0.01784994,0.021211755,0.027162654,0.02436894,0.020799536,0.003576392,0.022278566,479
ZNF267,0.031965338,0.016567968,0.0,0.03280377,0.030009486,0.0140830185,0.022269312,480
NUP214,0.007828607,0.049503714,0.014711281,0.0353073,0.0034548757,0.019565813,0.022161156,481
HSPA5,0.011918393,0.068280175,0.00815785,0.0071437275,0.015267143,0.025985675,0.022153458,482
PNPLA8,0.017221255,0.017104972,0.024956433,0.023162264,0.028318733,0.004916778,0.022152731,483
NBPF19,0.020826554,0.045224432,0.028097868,0.0063728103,0.01011347,0.015518965,0.022127027,484
IRAK2,0.012994459,0.056964163,0.010493482,0.02130992,0.008766584,0.02007197,0.02210572,485
LILRB1,0.013841785,0.0140703805,0.026024217,0.031955216,0.024385737,0.007912211,0.022055468,486
IFIH1,0.03711556,0.002579115,0.048225977,0.0041060206,0.018152885,0.020176973,0.022035912,487
HSPA8,0.01534262,0.014151564,0.020169605,0.022019919,0.03824728,0.009659743,0.021986198,488
SLC44A1,0.030415352,0.027621487,0.0,0.01042915,0.040702414,0.016355013,0.021833682,489
STK10,0.023209438,0.040863395,0.03399796,0.010612934,0.0,0.016692515,0.021736745,490
BACH1,0.038072057,0.002116525,0.009808646,0.018107787,0.040432125,0.017005567,0.021707427,491
PRKCB,0.004720945,0.008116775,0.036305983,0.0026362329,0.056694575,0.023844153,0.021694902,492
SNN,0.015765045,0.040631395,0.010653826,0.011514906,0.029901264,0.01310187,0.021693286,493
RIPK2,0.010035325,0.0,0.049067408,0.027588552,0.021757731,0.018645426,0.021689802,494
B4GALT1,0.0070427414,0.06222368,0.0154901985,0.0,0.023551678,0.024340691,0.02166166,495
YWHAG,0.0030054508,0.054730713,0.04110089,0.0037278722,0.004125762,0.024739165,0.021338139,496
LYST,0.0,0.0321199,0.05597889,0.01686741,0.001588614,0.02335365,0.021310965,497
MEF2A,0.028881045,0.0,0.026756555,0.037175007,0.013729326,0.014579668,0.021308387,498
IL10RA,0.0078557795,0.0455098,0.014234438,0.013948704,0.023466224,0.014790848,0.02100299,499
IFITM1,0.009802774,0.049382605,0.0070653735,0.012278917,0.026183125,0.017521625,0.020942558,500
INHBA,0.03487216,0.03548524,0.032015413,0.0022344734,0.0,0.018143266,0.020921458,501
C1orf122,0.036686175,0.009933203,0.011591491,0.04357011,0.0026965823,0.018037602,0.020895513,502
IFI16,0.010407139,0.026363231,0.0057977415,0.03803501,0.02309129,0.012906449,0.020738881,503
QSOX1,0.008354361,0.048304506,0.016946772,0.022073103,0.00752387,0.016613161,0.020640524,504
SLAMF8,0.041343525,0.01832931,0.01201668,0.031259183,0.0,0.016179468,0.02058974,505
CSTA,0.008510558,0.006418853,0.027949674,0.027384587,0.03261592,0.012162311,0.020575916,506
IGKC,0.011692894,0.0,0.0018689397,0.0,0.08917896,0.038671594,0.02054816,507
