features,sv_0,sv_1,sv_2,sv_3,sv_4,cv_std,cv_mean,feature_n
HAPLN3,0.005370627,0.0038469238,0.0037383384,0.0,0.0,0.0024518676,0.0025911778,1178
NUDT4,0.010374539,0.0,0.0,0.0,0.0025550728,0.00449234,0.0025859221,1179
LTB,0.012920055,0.0,0.0,0.0,0.0,0.005778024,0.0025840108,1180
HDAC9,0.000857974,0.0066581913,0.0,0.0,0.0054001883,0.0031962176,0.0025832707,1181
MSRB2,0.0,0.0,0.00088275445,0.012028185,0.0,0.0052942894,0.0025821878,1182
P2RY6,0.0028284164,0.005822689,0.004259698,0.0,0.0,0.0025841296,0.0025821608,1183
ODC1,0.008585799,0.0043240613,0.0,0.0,0.0,0.0038431936,0.002581972,1184
RGS18,0.0023977682,0.0,0.0,0.010489398,0.0,0.0045431526,0.0025774331,1185
AP000769.1,0.0,0.0007221435,0.005649633,0.0014230005,0.005072541,0.0026020124,0.0025734636,1186
SMOX,0.0,0.0022811978,0.0020121783,0.008545794,0.0,0.0035112128,0.002567834,1187
SDC2,0.002478953,0.00040561456,0.008608291,0.0012911765,0.0,0.0035140158,0.002556807,1188
SATB1,0.0,0.0,0.0,0.0,0.0127588725,0.005705941,0.0025517745,1189
ENPP2,0.009376556,0.0,0.0,0.0033755286,0.0,0.004086284,0.0025504169,1190
GIMAP1,0.0,0.0,0.0,0.0,0.012715404,0.0056865015,0.0025430808,1191
FAM122C,0.004389439,0.0,0.008315709,0.0,0.0,0.0037461326,0.0025410296,1192
ARRDC3,0.0,0.0015648084,0.00386954,0.007253094,0.0,0.0030755121,0.0025374885,1193
GNG2,0.0016093476,0.005937966,0.005111122,0.0,0.0,0.0028251465,0.0025316873,1194
HPSE,0.009885995,0.0009852633,0.0,0.0,0.0017556605,0.0041802563,0.0025253836,1195
TBC1D14,0.002287861,0.0,0.0,0.0,0.010249093,0.004439684,0.002507391,1196
PRDM1,0.0062708785,0.0,0.0039870013,0.0,0.0022664545,0.0026918917,0.0025048668,1197
CCDC186,0.0,0.009248788,0.0032559133,0.0,0.0,0.0040270193,0.00250094,1198
ERVK3-1,0.0013528649,0.0,0.0,0.010239916,0.00090154813,0.0043668426,0.0024988658,1199
TLE3,0.003972207,0.0,0.006131718,0.0023736083,0.0,0.0026397274,0.0024955068,1200
KCNMA1,0.00457932,0.0,0.0,0.00575433,0.0021175975,0.0026248808,0.0024902495,1201
VAMP2,0.0,0.003947826,0.0026107118,0.0,0.0058836387,0.002552293,0.0024884355,1202
KCNN4,0.0,0.003524196,0.0,0.0,0.008897038,0.0038961465,0.0024842469,1203
NEURL1,0.0,0.012418704,0.0,0.0,0.0,0.005553813,0.002483741,1204
OAS3,0.0,0.0,0.0,0.0037505557,0.008649616,0.0038121408,0.0024800343,1205
LPAR5,0.012374875,0.0,0.0,0.0,0.0,0.0055342126,0.002474975,1206
PLK2,0.002394534,0.003396998,0.006465982,0.0,0.0,0.0026941132,0.002451503,1207
CYSLTR2,0.0,0.0023614226,0.009829561,0.0,0.0,0.0042565414,0.0024381967,1208
ARHGAP25,0.0068715597,0.0,0.005313159,0.0,0.0,0.0033821042,0.0024369438,1209
MMD,0.0,0.0,0.0072031207,0.0,0.0049484004,0.0034219776,0.0024303042,1210
ZDHHC1,0.0,0.0026196572,0.0,0.0,0.009483886,0.0041081486,0.0024207085,1211
ANKRD27,0.0,0.009088074,0.0,0.0,0.0029944393,0.003948491,0.0024165027,1212
TFPT,0.0,0.002201608,0.0066489857,0.0032083732,0.0,0.0027507276,0.0024117932,1213
DEPTOR,0.0060407566,0.0031671342,0.0,0.0,0.0028393348,0.0025276556,0.0024094451,1214
PPP1R3B,0.0,0.0072367364,0.0,0.0039545316,0.000825062,0.0031547965,0.002403266,1215
ITSN1,0.010103877,0.0,0.0015124618,0.0,0.00038571755,0.0043507116,0.002400411,1216
NAF1,0.002169676,0.0005173465,0.0,0.0,0.009306516,0.0039628707,0.0023987074,1217
ADAM9,0.001513738,0.000841285,0.0075664166,0.001989933,0.0,0.0029930545,0.0023822743,1218
VNN2,0.0,0.0044573303,0.0,0.0,0.00739406,0.0034076688,0.0023702781,1219
MAPKAPK2,0.003207409,0.006499526,0.0,0.0021300728,0.0,0.0026946971,0.0023674015,1220
CNIH4,0.0,0.0030565127,0.0,0.0024938807,0.0062805023,0.0025986729,0.0023661791,1221
KCNJ2,0.0,0.01182865,0.0,0.0,0.0,0.005289933,0.00236573,1222
NFATC1,0.0,0.0,0.0064332187,0.0053547346,0.0,0.0032507044,0.0023575905,1223
NARF,0.0,0.0,0.003382288,0.0067483024,0.0016401911,0.0028266334,0.0023541562,1224
SLC38A1,0.0,0.011712583,0.0,0.0,0.0,0.0052380264,0.0023425166,1225
ATM,0.0,0.011696903,0.0,0.0,0.0,0.005231014,0.0023393806,1226
AIM1,0.0,0.0,0.00063641375,0.0027725175,0.008255983,0.0035013957,0.0023329828,1227
TSC22D1,0.0,0.0034179972,0.007025093,0.0011808028,0.0,0.0029751451,0.0023247784,1228
ERAP2,0.0,0.0056780903,0.0,0.0,0.005917087,0.0031765942,0.0023190356,1229
ULBP2,0.003205178,0.0057305233,0.002638232,0.0,0.0,0.0024125269,0.0023147867,1230
ARHGEF40,0.0,0.0022079702,0.0,0.0,0.009359983,0.0040534213,0.0023135906,1231
SAMD9L,0.0014750471,0.0,0.0054411166,0.004630354,0.0,0.0025766876,0.0023093033,1232
ITM2A,0.005072752,0.004780554,0.0,0.0,0.0016874576,0.002489788,0.0023081528,1233
PTK2,0.0,0.0,0.0,0.011524957,0.0,0.0051541175,0.0023049912,1234
BATF,0.0,0.0,0.011522646,0.0,0.0,0.005153084,0.0023045293,1235
CPEB4,0.0,0.0,0.008153314,0.0033606014,0.0,0.003579669,0.002302783,1236
NKTR,0.009026691,0.0,0.0024827837,0.0,0.0,0.00390998,0.002301895,1237
GCNT1,0.0,0.009994104,0.0,0.0,0.0014766307,0.0043516373,0.002294147,1238
SMIM4,0.0,0.006608986,0.004807905,0.0,0.0,0.0031908292,0.002283378,1239
FAM195A,0.0,0.0016691219,0.0032793968,0.0,0.0064669163,0.002706427,0.002283087,1240
TTC7A,0.0,0.007643004,0.0,0.0022368352,0.0014946725,0.0031534538,0.002274902,1241
IL18BP,0.0010186731,0.0,0.0,0.01026054,0.0,0.00449645,0.0022558426,1242
AHSA1,0.0,0.005374718,0.005902817,0.0,0.0,0.0030941188,0.002255507,1243
CYB561A3,0.0,0.0,0.0,0.0,0.01124363,0.005028304,0.002248726,1244
DHCR7,0.0,0.006238031,0.0,0.0,0.004976666,0.00310348,0.0022429395,1245
TMEM91,0.0,0.0,0.0,0.0,0.011192435,0.005005409,0.0022384871,1246
BCL2L1,0.0064100143,0.0,0.0,0.00353937,0.0012272476,0.0027449108,0.0022353265,1247
SERINC5,0.0,0.003207036,0.005858024,0.0021107066,0.0,0.002453419,0.0022351532,1248
HSPA6,0.0,0.0111518605,0.0,0.0,0.0,0.0049872636,0.002230372,1249
ZMYM2,0.0,0.002220709,0.008930402,0.0,0.0,0.003866981,0.002230222,1250
RNF115,0.0043271347,0.00024397652,0.0,0.0007519701,0.005818283,0.0026634329,0.0022282728,1251
SLC15A4,0.0,0.0,0.008559382,0.002546833,0.0,0.0037107873,0.002221243,1252
TEC,0.0,0.0027733578,0.0,0.0,0.008269586,0.0035947266,0.0022085886,1253
SLA,0.0021977643,0.0031000872,0.0,0.003928465,0.0017966878,0.0014832655,0.002204601,1254
FAM102A,0.0020080516,0.0053151357,0.001385296,0.0,0.0022978052,0.0019528322,0.0022012577,1255
IL4R,0.001129847,0.0031345715,0.0,0.0,0.0066826935,0.0028192478,0.0021894225,1256
METTL21A,0.0049980846,0.0,0.001087131,0.0,0.004838676,0.0025352126,0.0021847785,1257
CLEC11A,0.0,0.0,0.0043287254,0.0,0.006551641,0.0030816144,0.0021760731,1258
INPP5B,0.0,0.0,0.0,0.0,0.010876039,0.0048639127,0.0021752077,1259
ERO1B,0.0,0.0016869397,0.0,0.0,0.009120137,0.0039580325,0.0021614155,1260
NCR3LG1,0.0,0.008541098,0.0,0.0,0.0022605085,0.003698828,0.0021603212,1261
ARHGAP22,0.0014676645,0.0,0.0,0.003094994,0.0062191193,0.0026058168,0.0021563557,1262
IL10RB-AS1,0.0,0.0,0.0,0.008963458,0.001782167,0.0038867085,0.002149125,1263
MIS18BP1,0.0,0.0016767761,0.0053995717,0.003655186,0.0,0.0023608354,0.0021463067,1264
SUSD3,0.0,0.0051959273,0.0,0.005513151,0.0,0.0029349457,0.0021418158,1265
WBP5,0.0027470202,0.0,0.0014631107,0.0064430013,0.0,0.0026693274,0.0021306265,1266
JAG1,0.0,0.0068546864,0.0037842286,0.0,0.0,0.0031092525,0.002127783,1267
RASA2,0.0,0.0028183316,0.0,0.0036495521,0.0041500954,0.0019960722,0.0021235957,1268
SLC10A3,0.0,0.006840087,0.0014039618,0.0,0.0023635242,0.0028213481,0.0021215146,1269
CD276,0.005965809,0.0,0.0,0.0034925868,0.0011437797,0.002579537,0.002120435,1270
AC002456.2,0.003408243,0.0044511002,0.0,0.0,0.0027249705,0.0020278275,0.002116863,1271
HHEX,0.0016286803,0.0,0.0,0.0,0.008938032,0.0038797532,0.0021133425,1272
AP5B1,0.0,0.008183982,0.0,0.0023422188,0.0,0.0035462435,0.0021052402,1273
SESN1,0.0,0.0,0.0,0.008811501,0.001703668,0.0038220177,0.002103034,1274
IL2RA,0.0055563105,0.0,0.0049097613,0.0,0.0,0.0028753525,0.0020932143,1275
ECE1,0.0,0.0,0.0,0.010429144,0.0,0.004664055,0.0020858287,1276
ACOT7,0.0,0.002417065,0.0,0.0024139928,0.005579853,0.002298201,0.002082182,1277
AGTPBP1,0.0,0.0012045288,0.008188203,0.0,0.0009919603,0.0034609672,0.0020769383,1278
ADAP2,0.0,0.00081994367,0.009556482,0.0,0.0,0.00419716,0.0020752852,1279
PRDM8,0.0,0.003836516,0.0,0.002931583,0.0036042172,0.0019226562,0.0020744633,1280
RGL2,0.0038158845,0.0,0.0,0.0,0.006554313,0.0030004915,0.0020740395,1281
HAMP,0.0,0.0,0.0,0.0,0.010345074,0.004626458,0.0020690148,1282
NRIP3,0.0053042066,0.0050321207,0.0,0.0,0.0,0.002832354,0.0020672656,1283
NUCB2,0.0,0.0,0.010328909,0.0,0.0,0.0046192287,0.002065782,1284
AP001055.6,0.0,0.0,0.008048092,0.0,0.002272082,0.0034868661,0.0020640348,1285
GSR,0.0058867144,0.0044266353,0.0,0.0,0.0,0.0028712135,0.00206267,1286
TBC1D8,0.0022102878,0.0,0.0,0.0028791523,0.0051709795,0.002171329,0.002052084,1287
AVPI1,0.0027959696,0.0,0.0,0.007448442,0.0,0.0032521968,0.0020488822,1288
AHCTF1,0.0,0.0,0.0,0.0,0.010195168,0.0045594177,0.0020390335,1289
RP11-620J15.3,0.0067142015,0.0034534107,0.0,0.0,0.0,0.0030137384,0.0020335224,1290
ADAMTSL4,0.0,0.0,0.0,0.0,0.010162749,0.00454492,0.0020325498,1291
TMCC3,0.0056930473,0.0013570719,0.0031026963,0.0,0.0,0.002411598,0.002030563,1292
PLA2G16,0.0010613719,0.0049977223,0.0,0.004061249,0.0,0.0023512344,0.0020240687,1293
LAD1,0.0051051215,0.0,0.0049983934,0.0,0.0,0.0027672187,0.002020703,1294
KMO,0.00493608,0.0,0.005163968,0.0,0.0,0.0027671852,0.0020200096,1295
HSPA2,0.0,0.0024351424,0.0,0.0041122893,0.0034526833,0.0019210286,0.0020000231,1296
GLO1,0.0,0.0,0.009982436,0.0,0.0,0.004464281,0.0019964871,1297
CD300LB,0.004175267,0.0,0.0042965943,0.0014962481,0.0,0.0021365683,0.001993622,1298
EFNB1,0.002430053,0.0,0.001119175,0.0,0.006403654,0.0026623544,0.0019905765,1299
UGCG,0.0,0.0,0.0,0.0,0.009944096,0.004447135,0.0019888193,1300
SULT1B1,0.0066654,0.0,0.0,0.0032644751,0.0,0.0029733765,0.001985975,1301
PTPN12,0.0005020252,0.0,0.0016102233,0.007804923,0.0,0.0033200758,0.0019834344,1302
CD2,0.0019577837,0.0,0.0038282196,0.0040825736,0.0,0.0019797618,0.0019737154,1303
SPECC1,0.0,0.00799331,0.0018621518,0.0,0.0,0.0034617404,0.0019710923,1304
APOC4-APOC2,0.0043798788,0.0017375125,0.0,0.0018084688,0.0019204612,0.0015629308,0.0019692644,1305
TTYH2,0.0,0.009249205,0.00056690554,0.0,0.0,0.004080379,0.001963222,1306
NEU1,0.0018090267,0.0,0.0,0.005906192,0.0020876317,0.0024132298,0.00196057,1307
TLE4,0.0,0.0,0.0,0.0,0.009794603,0.0043802797,0.0019589206,1308
HCAR2,0.0,0.0,0.0032131348,0.0,0.006579203,0.0029339467,0.0019584675,1309
CRTAM,0.006522937,0.0032203586,0.0,0.0,0.0,0.0029126045,0.0019486591,1310
CDKN1B,0.0,0.0,0.0065601384,0.0031360385,0.0,0.0029183463,0.0019392355,1311
PRKCA,0.0,0.0044226698,0.0,0.003545486,0.0017277296,0.002019498,0.0019391772,1312
KDM2A,0.0,0.0037029523,0.0014128997,0.004560641,0.0,0.0021083574,0.0019352986,1313
CTR9,0.0038014574,0.0,0.004337408,0.0015334191,0.0,0.0020557812,0.0019344569,1314
GAB3,0.0040223156,0.002813922,0.0,0.0,0.0028251614,0.0018309964,0.0019322798,1315
SMAD7,0.0,0.0096455375,0.0,0.0,0.0,0.0043136156,0.0019291075,1316
DDX60L,0.0030547318,0.0,0.0,0.0,0.006526785,0.0028969473,0.0019163033,1317
SIAH2,0.0,0.00818849,0.0,0.0013781652,0.0,0.0035583186,0.0019133311,1318
OPA3,0.0067882338,0.0,0.0,0.0,0.0027736896,0.002978565,0.0019123846,1319
CHRNE,0.0,0.007211743,0.002318525,0.0,0.0,0.0031312774,0.0019060535,1320
FAM129B,0.0032301836,0.0,0.0,0.0,0.006276509,0.0028174995,0.0019013385,1321
REPS1,0.009490136,0.0,0.0,0.0,0.0,0.004244118,0.0018980273,1322
BTBD19,0.0,0.0,0.0,0.0094831195,0.0,0.00424098,0.0018966239,1323
MAPK1,0.0,0.0025749241,0.0042120265,0.0,0.002678863,0.0018457642,0.0018931627,1324
UBTD2,0.0062056268,0.0,0.003210522,0.0,0.0,0.0027876731,0.0018832298,1325
GPR65,0.0015900064,0.0,0.003420501,0.0,0.004396025,0.0019910056,0.0018813066,1326
TPST2,0.0,0.0034605414,0.0,0.0059119565,0.0,0.0027091436,0.0018744996,1327
TPCN1,0.0,0.0,0.0017834697,0.0031033973,0.0044575552,0.0019505123,0.0018688844,1328
ANKRD49,0.0,0.0,0.0,0.009319289,0.0,0.0041677128,0.0018638577,1329
HLA-G,0.002766605,0.0,0.004122361,0.0024137795,0.0,0.0018142547,0.0018605491,1330
SIGLEC15,0.0035739455,0.0,0.0024563244,0.003265814,0.0,0.0017456175,0.0018592167,1331
SESN3,0.0029667688,0.006318435,0.0,0.0,0.0,0.0028054116,0.0018570408,1332
ANKLE2,0.0,0.0006374828,0.0,0.0,0.008624452,0.00379575,0.001852387,1333
MIR3142HG,0.0,0.0,0.005417781,0.0,0.003835838,0.0025951932,0.0018507239,1334
CHKA,0.00071981526,0.0,0.0,0.008489469,0.0,0.0037291767,0.0018418569,1335
KMT2A,0.0,0.0,0.0,0.009190164,0.0,0.004109966,0.0018380327,1336
CCL5,0.0,0.0,0.0,0.004762219,0.004402981,0.0025132047,0.0018330399,1337
GLMP,0.0,0.004106174,0.0,0.0,0.005056656,0.0025317457,0.001832566,1338
INPP1,0.005323894,0.0,0.0,0.003728035,0.0,0.0025423714,0.0018103856,1339
AC013461.1,0.0070212903,0.0,0.0,0.002009416,0.0,0.0030424306,0.0018061412,1340
RP11-124N14.3,0.0,0.0034626736,0.0,0.005564841,0.0,0.0025815866,0.0018055029,1341
FAM21A,0.0,0.0,0.00096108415,0.005437459,0.0026084972,0.0022950242,0.0018014081,1342
TET3,0.0,0.00899072,0.0,0.0,0.0,0.004020772,0.001798144,1343
FCHSD2,0.0,0.0024545693,0.0,0.0023554733,0.004173284,0.0017923053,0.0017966654,1344
TOMM40L,0.0031092765,0.0011831846,0.003120608,0.0,0.0015304419,0.0013370392,0.0017887022,1345
ZNF544,0.0,0.0,0.0017736264,0.0021662244,0.004981196,0.0020453348,0.0017842094,1346
TRAF3IP2,0.0,0.005212944,0.0019819317,0.0016830486,0.0,0.0021314304,0.0017755849,1347
AHI1,0.0,0.0,0.0,0.008869947,0.0,0.003966761,0.0017739894,1348
C2,0.007486397,0.0013705511,0.0,0.0,0.0,0.00324944,0.0017713897,1349
DNMBP,0.0015840149,0.0,0.0,0.0,0.00725812,0.0031445485,0.001768427,1350
KIN,0.0,0.0,0.0,0.007427485,0.0014116458,0.0032223528,0.0017678263,1351
CACNA2D4,0.0,0.0007449872,0.0,0.0,0.008082912,0.0035461993,0.0017655799,1352
INTS6,0.0051178494,0.0,0.0,0.0,0.0036979562,0.0024659468,0.001763161,1353
SLAMF1,0.002680121,0.006109067,0.0,0.0,0.0,0.002695078,0.0017578375,1354
RARA-AS1,0.0,0.0015882878,0.0,0.004057656,0.0031288383,0.0018287632,0.0017549563,1355
NFIL3,0.0013672353,0.0,0.0026416015,0.0,0.0047037937,0.0019868996,0.0017425262,1356
CIR1,0.0,0.0,0.0,0.0,0.0087097455,0.0038951165,0.0017419491,1357
PARP14,0.0,0.0,0.0,0.008678747,0.0,0.0038812538,0.0017357494,1358
WDR45B,0.0064199045,0.0,0.002211301,0.0,0.0,0.0027930934,0.0017262411,1359
S1PR4,0.0,0.006875089,0.0017544574,0.0,0.0,0.0029770436,0.0017259093,1360
HPGD,0.0,0.0,0.005740581,0.0014267865,0.001452165,0.002357939,0.0017239066,1361
XPO6,0.0060041584,0.0020419487,0.0,0.0,0.00055839925,0.0025359306,0.0017209013,1362
BMP2K,0.0,0.008588855,0.0,0.0,0.0,0.0038410528,0.001717771,1363
CELF1,0.0,0.0,0.004327625,0.0042016422,0.0,0.0023362606,0.0017058535,1364
SYNJ2,0.0,0.008520015,0.0,0.0,0.0,0.0038102663,0.001704003,1365
CDCA7L,0.00037987312,0.0,0.0,0.008118313,0.0,0.003591917,0.0016996373,1366
RUNX3,0.0,0.00072125415,0.007744915,0.0,0.0,0.003397378,0.0016932338,1367
MEPCE,0.006374375,0.0020734507,0.0,0.0,0.0,0.0027685151,0.0016895651,1368
CSRNP2,0.0,0.0014900878,0.006945823,0.0,0.0,0.003009647,0.0016871821,1369
TRIM25,0.0,0.0,0.0,0.0044573415,0.003926959,0.0023037796,0.00167686,1370
ALAS1,0.0016505853,0.002316741,0.0,0.004319649,0.0,0.0018039052,0.001657395,1371
PRDM2,0.0,0.0041044746,0.003372545,0.0,0.00079661305,0.0019470981,0.0016547265,1372
ATP6V0A1,0.0027386872,0.0,0.0,0.005520161,0.0,0.0024663166,0.0016517695,1373
KDM2B,0.0,0.007222068,0.0,0.0009969022,0.0,0.0031480861,0.001643794,1374
LYPD3,0.0,0.0,0.0,0.0,0.008186867,0.0036612784,0.0016373735,1375
NSMAF,0.0072186626,0.000961127,0.0,0.0,0.0,0.0031484545,0.0016359579,1376
ZDHHC20,0.0,0.0,0.0007021063,0.0,0.007466742,0.003274873,0.0016337696,1377
FAM210A,0.003440386,0.0,0.0,0.0,0.0047031944,0.0022744623,0.0016287161,1378
RNF113A,0.0,0.004807076,0.0033242751,0.0,0.0,0.0022877397,0.0016262702,1379
GNL3,0.006782316,0.0,0.0,0.0013421687,0.0,0.002941079,0.0016248969,1380
CD38,0.0,0.0047890176,0.0033299683,0.0,0.0,0.002282531,0.0016237972,1381
BAIAP2,0.00089522725,0.0,0.0072122067,0.0,0.0,0.0031492563,0.0016214869,1382
TMEM71,0.00056788675,0.0,0.0,0.0,0.007526356,0.0033115393,0.0016188485,1383
ZRANB2,0.0,0.0,0.008093321,0.0,0.0,0.0036194432,0.0016186641,1384
RFTN1,0.0,0.0067284037,0.0013511431,0.0,0.0,0.0029172413,0.0016159093,1385
METTL12,0.008062567,0.0,0.0,0.0,0.0,0.0036056894,0.0016125133,1386
HMGCS1,0.0013924462,0.0017655459,0.0,0.0,0.0048987726,0.0020044788,0.0016113529,1387
ZBTB38,0.0,0.0,0.0,0.007950611,0.0,0.0035556215,0.0015901222,1388
ARHGEF10L,0.0015424568,0.0,0.00637044,0.0,0.0,0.0027585726,0.0015825793,1389
KIF13B,0.0,0.002541268,0.0011092034,0.004259333,0.0,0.0018246432,0.0015819609,1390
GAS2L3,0.0,0.0,0.0022627972,0.0,0.005641689,0.002472485,0.0015808974,1391
ZEB2-AS1,0.0,0.007871871,0.0,0.0,0.0,0.0035204077,0.0015743742,1392
STK17A,0.0,0.0036241869,0.0020885717,0.0,0.0021523156,0.0015618455,0.0015730148,1393
BCL2L11,0.0036710436,0.0,0.0,0.0,0.00418658,0.0021596043,0.0015715247,1394
MTMR11,0.0,0.0,0.004410462,0.0034328906,0.0,0.0021756194,0.0015686706,1395
ARHGAP5,0.007840374,0.0,0.0,0.0,0.0,0.0035063217,0.0015680747,1396
SAMD4B,0.0,0.0,0.007739864,0.0,0.0,0.0034613723,0.0015479728,1397
TNFSF14,0.0,0.0,0.0077166273,0.0,0.0,0.0034509806,0.0015433255,1398
GSTM3,0.0,0.0021186261,0.0,0.0,0.005596129,0.0024444708,0.0015429511,1399
NR3C1,0.003924468,0.0,0.0037588691,0.0,0.0,0.002104983,0.0015366675,1400
CXorf40B,0.0,0.00766832,0.0,0.0,0.0,0.003429377,0.0015336641,1401
LENG8,0.0,0.0,0.0,0.0,0.007655489,0.0034236386,0.0015310978,1402
NUMA1,0.0,0.0033370932,0.0,0.004259467,0.0,0.002105808,0.001519312,1403
SPON2,0.0,0.0047962572,0.0,0.0,0.0027725394,0.0021928134,0.0015137594,1404
KBTBD8,0.0,0.005408307,0.0,0.002153996,0.0,0.0023691664,0.0015124606,1405
PKN2,0.0044937525,0.0,0.0,0.0,0.003057528,0.002129432,0.0015102562,1406
RUBCN,0.0,0.0,0.001407641,0.006109565,0.0,0.0026460614,0.0015034412,1407
ADORA3,0.0,0.0,0.0024100917,0.0025916686,0.002498244,0.0013708116,0.0015000008,1408
TNFSF9,0.0,0.0014960035,0.00071296585,0.005280262,0.0,0.0022028275,0.0014978463,1409
TMEM158,0.0,0.0018787526,0.0028344768,0.0,0.0027732844,0.0014182294,0.0014973028,1410
PROCR,0.0,0.00547393,0.0020048602,0.0,0.0,0.0023873055,0.0014957581,1411
CBR1,0.0,0.0009463429,0.0033332093,0.0017380115,0.0014550219,0.0012222638,0.0014945171,1412
TPPP3,0.0,0.0,0.0061353357,0.0,0.0013347918,0.002658169,0.0014940255,1413
TBPL1,0.0,0.0,0.007468434,0.0,0.0,0.0033399854,0.0014936868,1414
INPP4A,0.007449084,0.0,0.0,0.0,0.0,0.0033313318,0.0014898168,1415
ESF1,0.007446038,0.0,0.0,0.0,0.0,0.0033299695,0.0014892076,1416
PLXNB2,0.0,0.0,0.0074443063,0.0,0.0,0.0033291948,0.0014888613,1417
ASRGL1,0.0,0.0043231384,0.0,0.0,0.003108775,0.0020801045,0.0014863827,1418
KIF22,0.0034104388,0.0,0.0,0.0,0.004003786,0.002041277,0.0014828449,1419
C12orf75,0.007387596,0.0,0.0,0.0,0.0,0.0033038333,0.0014775193,1420
SIGLEC14,0.0,0.0,0.0073639164,0.0,0.0,0.0032932435,0.0014727833,1421
ZNF281,0.0,0.0,0.007360947,0.0,0.0,0.0032919154,0.0014721893,1422
MESDC1,0.0,0.0,0.0,0.0027154195,0.004633196,0.0021236513,0.0014697232,1423
CASP9,0.0,0.0,0.0,0.0017507767,0.0055769333,0.0024201414,0.001465542,1424
NXF1,0.0015829148,0.0008687695,0.004873112,0.0,0.0,0.0020172426,0.0014649592,1425
SPTBN1,0.004925773,0.0,0.0,0.0,0.002376184,0.0021935003,0.0014603914,1426
PPP1R16B,0.0,0.0,0.0,0.0,0.0072937114,0.003261847,0.0014587423,1427
FURIN,0.0,0.0041147796,0.0,0.0,0.0031383405,0.0020161252,0.0014506241,1428
TPM1,0.0056718816,0.0,0.0,0.0015542976,0.0,0.0024567535,0.0014452359,1429
LINC01094,0.0022623632,0.0,0.0,0.0,0.004960829,0.0021962018,0.0014446385,1430
ANKH,0.0057383454,0.0,0.0,0.0,0.0014579338,0.0024847984,0.0014392559,1431
RSAD2,0.0,0.0,0.0,0.0071897437,0.0,0.0032153511,0.0014379488,1432
TSPYL2,0.0056937994,0.0014776757,0.0,0.0,0.0,0.0024656067,0.0014342951,1433
AXL,0.0,0.00382986,0.0,0.0,0.0033413067,0.0019714863,0.0014342333,1434
PELO,0.0012893772,0.0027514123,0.0,0.0031261458,0.0,0.0014775451,0.0014333872,1435
GPATCH2L,0.0,0.0013109259,0.005831666,0.0,0.0,0.002526041,0.0014285183,1436
NAB1,0.0,0.0,0.005786942,0.0,0.001352419,0.0025061744,0.0014278722,1437
GSPT1,0.0,0.003452914,0.0,0.003669082,0.0,0.0019519357,0.0014243992,1438
CCNB1,0.0071089463,0.0,0.0,0.0,0.0,0.0031792175,0.0014217893,1439
RP11-486I11.2,0.0,0.0020552424,0.0050380556,0.0,0.0,0.002210376,0.0014186597,1440
WIPI1,0.0017433615,0.0,0.0,0.0053265532,0.0,0.0023138032,0.001413983,1441
TMEM107,0.0,0.0,0.0,0.0,0.0070402673,0.0031485034,0.0014080534,1442
SPARC,0.002111277,0.0032981315,0.0015193581,0.0,0.0,0.0014179253,0.0013857533,1443
NRP1,0.0040030316,0.0,0.0018616294,0.0010530937,0.0,0.0016604116,0.001383551,1444
LFNG,0.00691381,0.0,0.0,0.0,0.0,0.0030919497,0.001382762,1445
ANXA4,0.0,0.0,0.006904228,0.0,0.0,0.0030876647,0.0013808457,1446
DENND4C,0.0035052681,0.0,0.0,0.0033726748,0.0,0.0018841855,0.0013755886,1447
MT1G,0.0,0.00210366,0.0,0.0,0.0047592334,0.002100942,0.0013725788,1448
CSF2RB,0.0020559588,0.001783967,0.0030206724,0.0,0.0,0.0013342043,0.0013721196,1449
NSRP1,0.0026617127,0.0010100879,0.0031809045,0.0,0.0,0.0014858695,0.001370541,1450
CENPK,0.0043432303,0.0011899717,0.0012997449,0.0,0.0,0.001777019,0.0013665895,1451
CHSY1,0.0,0.00084132084,0.0,0.0059781084,0.0,0.0026050278,0.0013638858,1452
C1orf228,0.0041796872,0.0026309667,0.0,0.0,0.0,0.0019438859,0.0013621307,1453
SSFA2,0.0,0.0032617494,0.0,0.0035320472,0.0,0.0018630105,0.0013587594,1454
IL18R1,0.0,0.004736715,0.0,0.0020517628,0.0,0.0020874334,0.0013576956,1455
AFF3,0.0,0.0040473854,0.0,0.0,0.0027230775,0.0019123707,0.0013540925,1456
ZCCHC6,0.0,0.0,0.0,0.0057641654,0.0009976237,0.0025038219,0.0013523579,1457
PGRMC1,0.0,0.0,0.0,0.0,0.006760363,0.0030233262,0.0013520726,1458
PLA2G4C,0.0,0.004453034,0.0,0.0,0.0023053142,0.0020005582,0.0013516697,1459
HOOK2,0.0,0.0052860915,0.0,0.0,0.001460474,0.002289788,0.0013493131,1460
TMEM220,0.0036963387,0.0,0.0,0.0,0.0030443158,0.0018603423,0.001348131,1461
BET1L,0.0,0.0,0.0067371842,0.0,0.0,0.0030129603,0.0013474368,1462
MS4A4E,0.006735793,0.0,0.0,0.0,0.0,0.0030123382,0.0013471586,1463
SLFN11,0.0,0.0,0.006714563,0.0,0.0,0.0030028438,0.0013429126,1464
DAAM1,0.0,0.00670309,0.0,0.0,0.0,0.002997713,0.001340618,1465
MOAP1,0.0,0.0066864504,0.0,0.0,0.0,0.0029902714,0.00133729,1466
